city_code;city;town_code;town;percentage
52;ORDU;1525;MESUDIYE;1,15
52;ORDU;1573;PERSEMBE;1,15
52;ORDU;1706;ÜNYE;1,15
53;RIZE;1146;ARDESEN;0,35
53;RIZE;1228;ÇAMLIHEMSIN;0,35
53;RIZE;1241;ÇAYELI;0,35
53;RIZE;1908;DEREPAZARI;0,35
53;RIZE;1332;FINDIKLI;0,35
53;RIZE;NULL;GÖLBASI;0,35
53;RIZE;1796;GÜNEYSU;0,35
53;RIZE;1943;HEMSIN;0,35
53;RIZE;1405;IKIZDERE;0,35
53;RIZE;1949;IYIDERE;0,35
53;RIZE;1428;KALKANDERE;0,35
53;RIZE;1586;MERKEZ;0,35
54;SAKARYA;2068;ADAPAZARI;1,48
54;SAKARYA;1123;AKYAZI;1,48
54;SAKARYA;2069;ARIFIYE;1,48
54;SAKARYA;2070;ERENLER;1,48
54;SAKARYA;1925;FERIZLI;1,48
54;SAKARYA;1351;GEYVE;1,48
54;SAKARYA;1391;HENDEK;1,48
54;SAKARYA;1955;KARAPÜRÇEK;1,48
54;SAKARYA;1442;KARASU;1,48
54;SAKARYA;1453;KAYNARCA;1,48
54;SAKARYA;1818;KOCAALI;1,48
54;SAKARYA;1833;PAMUKOVA;1,48
54;SAKARYA;1595;SAPANCA;1,48
54;SAKARYA;2071;SERDIVAN;1,48
54;SAKARYA;1986;SÖGÜTLÜ;1,48
54;SAKARYA;1847;TARAKLI;1,48
55;SAMSUN;1125;ALAÇAM;1,63
55;SAMSUN;1763;ASARCIK;1,63
55;SAMSUN;2072;ATAKUM;1,63
55;SAMSUN;1164;BAFRA;1,63
55;SAMSUN;2073;CANIK;1,63
55;SAMSUN;1234;ÇARSAMBA;1,63
55;SAMSUN;NULL;GÖLBASI;1,63
55;SAMSUN;1386;HAVZA;1,63
55;SAMSUN;2074;ILKADIM;1,63
55;SAMSUN;1452;KAVAK;1,63
55;SAMSUN;1501;LADIK;1,63
55;SAMSUN;1830;ONDOKUZMAYIS;1,63
55;SAMSUN;1838;SALIPAZARI;1,63
55;SAMSUN;1849;TEKKEKÖY;1,63
55;SAMSUN;1676;TERME;1,63
55;SAMSUN;1712;VEZIRKÖPRÜ;1,63
55;SAMSUN;1993;YAKAKENT;1,63
56;SIIRT;1878;AYDINLAR;0,39
56;SIIRT;1179;BAYKAN;0,39
56;SIIRT;1317;ERUH;0,39
56;SIIRT;1495;KURTALAN;0,39
56;SIIRT;1620;MERKEZ;0,39
56;SIIRT;1575;PERVARI;0,39
56;SIIRT;1662;SIRVAN;0,39
57;SINOP;1156;AYANCIK;0,19
57;SINOP;1204;BOYABAT;0,19
57;SINOP;1910;DIKMEN;0,19
57;SINOP;1290;DURAGAN;0,19
57;SINOP;1314;ERFELEK;0,19
57;SINOP;1349;GERZE;0,19
57;SINOP;1627;MERKEZ;0,19
57;SINOP;1981;SARAYDÜZÜ;0,19
57;SINOP;1693;TÜRKELI;0,19
58;SIVAS;1870;AKINCILAR;0,97
58;SIVAS;1282;DIVRIGI;0,97
58;SIVAS;1913;DOGANSAR;0,97
58;SIVAS;1342;GEMEREK;0,97
58;SIVAS;NULL;GÖLBASI;0,97
58;SIVAS;1927;GÖLOVA;0,97
58;SIVAS;1373;GÜRÜN;0,97
58;SIVAS;1376;HAFIK;0,97
58;SIVAS;1407;IMRANLI;0,97
58;SIVAS;1431;KANGAL;0,97
58;SIVAS;1484;KOYULHISAR;0,97
58;SIVAS;1628;MERKEZ;0,97
58;SIVAS;1650;SARKISLA;0,97
58;SIVAS;1646;SUSEHRI;0,97
58;SIVAS;1991;ULAS;0,97
58;SIVAS;1731;YILDIZELI;0,97
58;SIVAS;1738;ZARA;0,97
59;TEKIRDAG;1250;ÇERKEZKÖY;1,73
59;TEKIRDAG;1258;ÇORLU;1,73
59;TEKIRDAG;NULL;GÖLBASI;1,73
59;TEKIRDAG;1388;HAYRABOLU;1,73
59;TEKIRDAG;1511;MALKARA;1,73
59;TEKIRDAG;1825;MARMARAEREGLISI;1,73
59;TEKIRDAG;1673;MERKEZ;1,73
59;TEKIRDAG;1538;MURATLI;1,73
59;TEKIRDAG;1652;SARKÖY;1,73
60;TOKAT;1129;ALMUS;0,75
60;TOKAT;1151;ARTOVA;0,75
60;TOKAT;1883;BASÇIFTLIK;0,75
60;TOKAT;1308;ERBAA;0,75
60;TOKAT;NULL;GÖLBASI;0,75
60;TOKAT;1679;MERKEZ;0,75
60;TOKAT;1545;NIKSAR;0,75
60;TOKAT;1584;RESADIYE;0,75
60;TOKAT;1987;SULUSARAY;0,75
60;TOKAT;1690;TURHAL;0,75
60;TOKAT;1740;ZILE;0,75
61;TRABZON;1113;AKÇAABAT;1,29
61;TRABZON;1141;ARAKLI;1,29
61;TRABZON;1150;ARSIN;1,29
61;TRABZON;1775;BESIKDÜZÜ;1,29
61;TRABZON;1896;ÇARSIBASI;1,29
61;TRABZON;1244;ÇAYKARA;1,29
61;TRABZON;1909;DERNEKPAZARI;1,29
61;TRABZON;1917;DÜZKÖY;1,29
61;TRABZON;NULL;GÖLBASI;1,29
61;TRABZON;1942;HAYRAT;1,29
61;TRABZON;1507;MAÇKA;1,29
61;TRABZON;1686;MERKEZ;1,29
61;TRABZON;1548;OF;1,29
61;TRABZON;1842;SALPAZARI;1,29
61;TRABZON;1647;SÜRMENE;1,29
61;TRABZON;1681;TONYA;1,29
61;TRABZON;1709;VAKFIKEBIR;1,29
61;TRABZON;1732;YOMRA;1,29
62;TUNCELI;1247;ÇEMISGEZEK;0,16
62;TUNCELI;NULL;GÖLBASI;0,16
62;TUNCELI;1397;HOZAT;0,16
62;TUNCELI;1518;MAZGIRT;0,16
62;TUNCELI;1688;MERKEZ;0,16
62;TUNCELI;1541;NAZIMIYE;0,16
62;TUNCELI;1574;PERTEK;0,16
62;TUNCELI;1581;PÜLÜMÜR;0,16
63;SANLIURFA;1115;AKÇAKALE;2,99
63;SANLIURFA;1194;BIRECIK;2,99
63;SANLIURFA;1209;BOZOVA;2,99
63;SANLIURFA;1220;CEYLANPINAR;2,99
63;SANLIURFA;1378;HALFETI;2,99
63;SANLIURFA;1800;HARRAN;2,99
63;SANLIURFA;1393;HILVAN;2,99
63;SANLIURFA;1702;MERKEZ;2,99
63;SANLIURFA;1630;SIVEREK;2,99
63;SANLIURFA;1643;SURUÇ;2,99
63;SANLIURFA;1713;VIRANSEHIR;2,99
64;USAK;1170;BANAZ;0,41
64;USAK;1323;ESME;0,41
64;USAK;NULL;GÖLBASI;0,41
64;USAK;1436;KARAHALLI;0,41
64;USAK;1704;MERKEZ;0,41
64;USAK;1629;SIVASLI;0,41
65;VAN;1770;BAHÇESARAY;1,15
65;VAN;1175;BASKALE;1,15
65;VAN;1786;ÇALDIRAN;1,15
65;VAN;1236;ÇATAK;1,15
65;VAN;1309;ERCIS;1,15
65;VAN;1350;GEVAS;1,15
65;VAN;NULL;GÖLBASI;1,15
65;VAN;1372;GÜRPINAR;1,15
65;VAN;1710;MERKEZ;1,15
65;VAN;1533;MURADIYE;1,15
65;VAN;1565;ÖZALP;1,15
66;YOZGAT;1117;AKDAGMADENI;0,53
66;YOZGAT;1198;BOGAZLIYAN;0,53
66;YOZGAT;1895;ÇANDIR;0,53
66;YOZGAT;1242;ÇAYIRALAN;0,53
66;YOZGAT;1245;ÇEKEREK;0,53
66;YOZGAT;NULL;GÖLBASI;0,53
66;YOZGAT;1952;KADISEHRI;0,53
66;YOZGAT;1733;MERKEZ;0,53
66;YOZGAT;1982;SARAYKENT;0,53
66;YOZGAT;1602;SARIKAYA;0,53
66;YOZGAT;1655;SEFAATLI;0,53
66;YOZGAT;1635;SORGUN;0,53
66;YOZGAT;1998;YENIFAKILI;0,53
66;YOZGAT;1726;YERKÖY;0,53
67;ZONGULDAK;1758;ALAPLI;0,67
67;ZONGULDAK;1240;ÇAYCUMA;0,67
67;ZONGULDAK;1276;DEVREK;0,67
67;ZONGULDAK;1926;GÖKÇEBEY;0,67
67;ZONGULDAK;NULL;GÖLBASI;0,67
67;ZONGULDAK;1741;MERKEZ;0,67
68;AKSARAY;1860;AGAÇÖREN;0,47
68;AKSARAY;1921;ESKIL;0,47
68;AKSARAY;1932;GÜLAGAÇ;0,47
68;AKSARAY;1861;GÜZELYURT;0,47
68;AKSARAY;1120;MERKEZ;0,47
68;AKSARAY;1557;ORTAKÖY;0,47
68;AKSARAY;1866;SARIYAHSI;0,47
69;BAYBURT;1767;AYDINTEPE;0,12
69;BAYBURT;1788;DEMIRÖZÜ;0,12
69;BAYBURT;1176;MERKEZ;0,12
70;KARAMAN;1768;AYRANCI;0,12
70;KARAMAN;1884;BASYAYLA;0,31
70;KARAMAN;1316;ERMENEK;0,31
70;KARAMAN;1862;KAZIMKARABEKIR;0,31
70;KARAMAN;1439;MERKEZ;0,31
70;KARAMAN;1983;SARIVELILER;0,31
71;KIRIKKALE;1880;BAHSILI;0,57
71;KIRIKKALE;1882;BALISEYH;0,57
71;KIRIKKALE;1901;ÇELEBI;0,57
71;KIRIKKALE;1268;DELICE;0,57
71;KIRIKKALE;1954;KARAKEÇILI;0,57
71;KIRIKKALE;1463;KESKIN;0,57
71;KIRIKKALE;1469;MERKEZ;0,57
71;KIRIKKALE;1638;SULAKYURT;0,57
71;KIRIKKALE;1992;YAHSIHAN;0,57
72;BATMAN;1184;BESIRI;1,1
72;BATMAN;1345;GERCÜS;1,1
72;BATMAN;1941;HASANKEYF;1,1
72;BATMAN;1487;KOZLUK;1,1
72;BATMAN;1174;MERKEZ;1,1
72;BATMAN;1607;SASON;1,1
73;SIRNAK;1189;BEYTÜSSEBAP;0,55
73;SIRNAK;1223;CIZRE;0,55
73;SIRNAK;1931;GÜÇLÜKONAK;0,55
73;SIRNAK;1403;IDIL;0,55
73;SIRNAK;1661;MERKEZ;0,55
73;SIRNAK;1623;SILOPI;0,55
73;SIRNAK;1698;ULUDERE;0,55
74;BARTIN;1761;AMASRA;0,21
74;BARTIN;1496;KURUCASILE;0,21
74;BARTIN;1172;MERKEZ;0,21
74;BARTIN;1701;ULUS;0,21
75;ARDAHAN;1252;ÇILDIR;0,15
75;ARDAHAN;2008;DAMAL;0,15
75;ARDAHAN;1356;GÖLE;0,15
75;ARDAHAN;1380;HANAK;0,15
75;ARDAHAN;1144;MERKEZ;0,15
75;ARDAHAN;1579;POSOF;0,15
76;IGDIR;1142;ARALIK;0,18
76;IGDIR;2011;KARAKOYUNLU;0,18
76;IGDIR;1398;MERKEZ;0,18
76;IGDIR;1692;TUZLUCA;0,18
77;YALOVA;2019;ALTINOVA;0,28
77;YALOVA;2020;ARMUTLU;0,28
77;YALOVA;2022;ÇIFTLIKKÖY;0,28
77;YALOVA;2021;ÇINARCIK;0,28
77;YALOVA;1716;MERKEZ;0,28
77;YALOVA;2026;TERMAL;0,28
78;KARABÜK;1296;EFLANI;0,27
78;KARABÜK;1321;ESKIPAZAR;0,27
78;KARABÜK;NULL;GÖLBASI;0,27
78;KARABÜK;1433;MERKEZ;0,27
78;KARABÜK;1587;SAFRANBOLU;0,27
79;KILIS;2023;ELBEYLI;0,21
79;KILIS;1476;MERKEZ;0,21
79;KILIS;2024;MUSABEYLI;0,21
79;KILIS;2025;POLATELI;0,21
80;OSMANIYE;1165;BAHÇE;0,53
80;OSMANIYE;1743;DÜZIÇI;0,53
80;OSMANIYE;2027;HASANBEYLI;0,53
80;OSMANIYE;1423;KADIRLI;0,53
80;OSMANIYE;1560;MERKEZ;0,53
80;OSMANIYE;2028;SUMBAS;0,53
80;OSMANIYE;2029;TOPRAKKALE;0,53
81;DÜZCE;1116;AKÇAKOCA;0,55
81;DÜZCE;1905;ÇILIMLI;0,55
81;DÜZCE;1784;CUMAYERI;0,55
81;DÜZCE;1794;GÖLYAKA;0,55
81;DÜZCE;2017;GÜMÜSOVA;0,55
81;DÜZCE;2031;KAYNASLI;0,55
81;DÜZCE;1292;MERKEZ;0,55
81;DÜZCE;1730;YIGILCA;0,55
